ID,Punto de Medición,Estado,MES,Año,hora,Caudal acumulado anterior                       (m3 ) ,Caudal acumulado                   (m3 ),Lectura registro                ( L/s),"M1, M2, M3, M4, M5, MA"
SPM01,"Pozo Miraflores        ( 8"" )",Pozo Apagado,1,2023,AM,"3,016,043.00","3,016,043.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,1,2023,AM,"5,663,874.00","5,793,878.00",50, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",Pozo Apagado,1,2023,AM,"7,822.00","7,882.00", FOP , MA 
HM07,Pozo Real Santamaría,,1,2023,AM,"17,337,566.00","17,523,650.00",78.89, MA 
HM17,"Pozo Trebol (8"")",,1,2023,PM,"4,551,112.00","4,652,765.00", FOP , MA 
HM10,"Pozo Monte Alegre ( 6"" )",Pozo Apagado,1,2023,PM,"917,523.39","926,473.68", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,1,2023,PM,"4,198,280.00","4,296,344.00",36.6, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,1,2023,AM,"156,770.00","156,770.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,1,2023,AM,"135,776.00","135,776.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",Macromedidor en mal estado,1,2023,AM,"462,542.64",, FOP , MA 
HM22,Medidor para venta de agua Malinches,,1,2023,AM,"1,000.90","1,000.90", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,1,2023,AM,"1,448,589.09","1,624,679.62",, M2 
HM06,"Pozo San Vicente        ( 10"" )",,1,2023,AM,"230,725.00","441,433.00",110.33, MA 
HM18,"Pozo Claretiano         ( 10"" )",,1,2023,AM,"6,189,649.00","6,309,186.00",52.09, MA 
HM19,"Pozo Boruca (8"")",,1,2023,AM,"416,338.54","468,185.92",24.13, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,1,2023,AM,"1,264,824.00","1,319,308.00",29.21, MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Pozo Apagado,1,2023,AM,"360,723.00","395,781.00",13.67, MA 
SRM37,Pozo Los Altos II ,,1,2023,AM,"1,908,092.80","1,982,732.30",29.04, MA 
SRM32,"Pozo Matasanos      ( 4"" )",Pozo Apagado,1,2023,AM,"472,740.00","497,368.00",10.19, MA 
SRM26,Pozo Joya 1,,1,2023,AM,"536,502.15","557,416.28",6.92, MA 
SRM33,Pozo Joya 2,,1,2023,AM,"3,404,493.00","3,471,559.10",26.61, MA 
HM13,"Pozo Joya 3 (8"")",,1,2023,AM,"2,461,067.00","2,551,710.00",35.02, MA 
SRM30,"Pozo Santiago ( 8"" )",Pozo Apagado,1,2023,AM,"1,599,757.00","1,678,482.00", FOP , MA 
SRM25,"Pozo Burial       ( 6"" )",Pozo Apagado,1,2023,AM,"1,681,212.00","1,745,897.00",31.6, MA 
SRM12,"Pozo Highland Ranch (3"")",Pozo Apagado,1,2023,AM,"650,029.00","670,976.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,Pozo Apagado,1,2023,AM,"1,686,294.80","1,711,631.40", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,1,2023,AM,"200,306.74","264,538.00", FOP , MA 
,Pozo Vilaseca,Pozo Apagado,1,2023,AM,"86,390.59","109,529.49", FOP ,
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,1,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,1,2023,AM,"789,838.00","811,358.00",9.19, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,1,2023,AM,"1,016,947.00","1,033,789.00",6.89, MA 
SIM14,"Limpieza Tanque Victoria 8""",Linea fuera de Operación,1,2023,AM,"19,829.00","19,829.00", FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,1,2023,AM,"1,633,034.00","1,668,073.00",29.24, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",Linea fuera de Operación,1,2023,AM,"840,060.06","850,632.20", FOP , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",Linea fuera de Operación,1,2023,AM,"19,613.80","19,811.84", FOP , MA 
PEND,"Victoria Saliendo 6""",Linea fuera de Operación,1,2023,AM,"1,823,259.00","1,886,597.00",34.14, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",Linea fuera de Operación,1,2023,AM,"285,538.00","291,385.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,1,2023,AM,"546,423.00","554,928.00",3.03, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,1,2023,AM,"530,044.00","537,394.00",2.91, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,1,2023,AM,"234,609.00","236,487.00",0.77, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,1,2023,AM,"90,297.00","105,536.00",2.27, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),,1,2023,AM,"181,533.00","194,687.00", FOP , MA 
SRM51,Breña Mora Entrada Planta,,1,2023,AM,"1,583,415.00","1,618,979.60",14.7, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,1,2023,AM,"1,387,138.90","1,420,839.80", FOP , MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,1,2023,AM,"181,533.00","194,687.00", FOP , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",Linea fuera de Operación,1,2023,AM,"14,023.00","14,098.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,1,2023,AM,"25,968.00","26,745.00", FOP , MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,1,2023,AM,"259,928.00","287,474.00",5.47, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,1,2023,AM,"1,558,493.00","1,584,760.00",7.2, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,1,2023,AM,"1,570,967.00","1,612,525.00",25.17, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,1,2023,AM,"1,230,734.00","1,258,717.00",13.64, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,1,2023,AM,"3,948,960.00","4,022,790.00",34.84, MA 
SIM17,Cementerio  Bunt Planet,,1,2023,AM,"903,105.77","921,339.32",7.97, MA 
SIM18,Mas x Menos Bunt Planet,,1,2023,AM,"1,412,847.74","1,457,886.00",14.96, MA 
SIM19,Cruz Roja Bunt Planet,Estación Fuera de Operación Definitiva,1,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),Linea fuera de Operación,1,2023,AM,"646,175.00","650,553.00", FOP , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,1,2023,AM,"2,654,891.00","2,712,852.00",27.14, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,1,2023,AM,"1,687,471.00","1,730,534.00",18.34, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,1,2023,AM,"310,597.00","341,004.00",33.23, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,1,2023,AM,"2,940,267.00","3,043,055.00",33.23, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,1,2023,AM,"882,507.00","1,074,306.00",64.41, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,1,2023,AM,"11,499,809.00","11,720,317.00",69.33, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",,1,2023,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,1,2023,AM,"1,017,573.50","1,050,812.00",13.68, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Estación Fuera de Operación Definitiva,1,2023,,,,, MA 
,Iris Hernández,,1,2023,AM,"551,412.00","579,579.00",9.24, M1  
PEND,Derivación ASADA San Pedro de Barva,Macromedidor en mal estado,1,2023,,,,, M2  
BM09,Botho Steinvorth,,1,2023,AM,"3,460,610.90","3,494,709.60",13.37, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,1,2023,AM,"2,149,413.00","2,174,007.00",12.05, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,1,2023,AM,"5,931,061.00","6,054,546.40",64.9, MA 
,29 Catarata,,1,2023,AM,"363,605.00","385,112.00",12.22,
BM16,Arrieta,,1,2023,AM,"4,140,864.50","4,221,854.50",34.51, MA 
,La Anexa,,1,2023,AM,"195,102.00","211,164.00",6.37, M1 
BM03,Carlos Steinvorth,,1,2023,AM,"3,823,805.70","3,869,544.70",17.04, MA 
,29 A,Macromedidor en mal estado,1,2023,AM,"93,097.00","93,097.00",12.3, M1 
BM14,Sacramento,,1,2023,AM,"3,573,984.00","3,644,769.00",26.5, MA 
BM19,"Marin Cañas Electromagnetico 2""",,1,2023,AM,"210,331.00","212,763.00",0.85, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,1,2023,AM,"11,890,991.00","12,071,742.00",63.19, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,1,2023,AM,"6,338,419.00","6,388,099.00",19.79, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,1,2023,AM,"7,973,516.00","7,973,553.00",14.12, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,1,2023,AM,"9,183,317.00","9,438,654.00",32.3, MA 
BM10,"El Higueron 8""  (6"")",,1,2023,AM,"7,242,608.00","7,343,625.00",33.7, MA 
BM11,"LA Gemela #1 (6"")",,1,2023,AM,"4,034,922.00","4,048,392.00",4.78, MA 
BM12,"LA Gemela #2  (6"")",,1,2023,AM,"6,811,498.00","6,914,020.00",30.04, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,1,2023,,,,25.09, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,1,2023,AM,"56,808.00","126,389.00",34.97, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,1,2023,AM,"2,484,361.00","2,619,535.00",63.6, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,1,2023,AM,"1,723,606.00","1,787,989.00",25.4, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,1,2023,AM,"1,512,887.00","1,571,274.00",23.21, MA 
,Mata Plátano,,1,2023,AM,"175,597.22","187,486.00",3.56,
BM25,"Sacramento 3""",,1,2023,AM,"142,123.00","155,261.00",5.1,
SPM01,"Pozo Miraflores        ( 8"" )",Pozo Apagado,2,2023,AM,"3,016,043.00","3,016,043.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,2,2023,AM,"5,793,878.00","5,911,116.00",49.7, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",Pozo Apagado,2,2023,AM,"7,822.00","7,882.00", FOP , MA 
HM07,Pozo Real Santamaría,,2,2023,AM,"17,523,650.00","17,692,115.00",74.87, MA 
HM17,"Pozo Trebol (8"")",,2,2023,AM,"4,652,765.00","4,763,943.00",68.2, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,2,2023,AM,"926,473.68","935,662.02",25.95, MA 
HM12,"Pozo Granada ( 10"" )",,2,2023,AM,"4,296,344.00","4,381,525.00",36.2, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,2,2023,AM,"156,770.00","156,771.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,2,2023,AM,"135,776.00","135,776.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,2,2023,AM,,"58,210.33",49.01, MA 
HM22,Medidor para venta de agua Malinches,,2,2023,AM,"1,000.90","1,000.90", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,2,2023,AM,"1,624,679.62","1,879,848.70",84.89, M2 
HM06,"Pozo San Vicente        ( 10"" )",,2,2023,AM,"441,433.00","661,119.00",106.46, MA 
HM18,"Pozo Claretiano         ( 10"" )",,2,2023,AM,"6,309,186.00","6,433,479.00",, MA 
HM19,"Pozo Boruca (8"")",,2,2023,AM,"468,185.92","524,466.91", FOP , MA 
BM17,"Pozo Malinches Real  ( 8"" )",,2,2023,AM,"1,319,308.00","1,376,520.00",29.26, MA 
SRM28,"Pozo Los Altos I  ( 4"" )",,2,2023,AM,"395,781.00","427,488.00",13.76, MA 
SRM37,Pozo Los Altos II ,,2,2023,AM,"1,982,732.30","2,050,192.90",28.18, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,2,2023,AM,"497,368.00","520,728.00",10.6, MA 
SRM26,Pozo Joya 1,,2,2023,AM,"557,416.28","574,813.91",7.13, MA 
SRM33,Pozo Joya 2,,2,2023,AM,"3,471,559.10","3,532,212.30",27.98, MA 
HM13,"Pozo Joya 3 (8"")",,2,2023,AM,"2,551,710.00","2,635,583.00",35.2, MA 
SRM30,"Pozo Santiago ( 8"" )",,2,2023,AM,"1,678,482.00","1,754,513.00",31.6, MA 
SRM25,"Pozo Burial       ( 6"" )",,2,2023,AM,"1,745,897.00","1,797,709.00",30.76, MA 
SRM12,"Pozo Highland Ranch (3"")",,2,2023,AM,"670,976.00","689,040.00",11.38, MA 
SIM04,Pozo Santa Cruz I        ,,2,2023,AM,"1,711,631.40","1,740,519.60",24, MA 
SIM02,"Pozo Santa Cruz II (8"")",,2,2023,AM,"264,538.00","324,630.24",44.84, MA 
,Pozo Vilaseca,Pozo Apagado,2,2023,AM,"109,529.49","124,594.79", -   ,
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,2,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,2,2023,AM,"811,358.00","830,960.00",6.36, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,2,2023,AM,"1,033,789.00","1,049,038.00",5.86, MA 
SIM14,"Limpieza Tanque Victoria 8""",Linea fuera de Operación,2,2023,AM,"19,829.00","19,829.00", FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,2,2023,AM,"1,668,073.00","1,701,219.00", FOP , MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,2,2023,AM,"850,632.20","863,309.65",12.92, MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,2,2023,AM,"19,811.84","19,980.74", -   , MA 
PEND,"Victoria Saliendo 6""",,2,2023,AM,"1,886,597.00","1,959,356.00",37.74, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,2,2023,AM,"291,385.00","293,340.00",13.4, MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,2,2023,AM,"554,928.00","569,805.00",1.48, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,2,2023,AM,"537,394.00","551,728.00",1.57, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,2,2023,AM,"236,487.00","237,909.00",0.48, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,2,2023,AM,"105,536.00","117,395.00",1.61, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),,2,2023,,,"194,687.00", FOP , MA 
SRM51,Breña Mora Entrada Planta,,2,2023,AM,"1,618,979.60","1,653,243.50",12.9, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,2,2023,AM,"1,420,839.80","1,452,714.10",21.6, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,2,2023,AM,"194,687.00","206,546.00",14.32, MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,2,2023,AM,"14,098.00","14,231.00", -   , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,2,2023,AM,"26,745.00","27,513.00", -   , MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,2,2023,AM,"287,474.00","310,383.00",4.48, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,2,2023,AM,"1,584,760.00","1,610,202.00",0.39, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,2,2023,AM,"1,612,525.00","1,659,091.00",26.47, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,2,2023,,,"1,258,717.00",13.64, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,2,2023,,,"4,022,790.00",34.84, MA 
SIM17,Cementerio  Bunt Planet,,2,2023,,,"921,339.32",7.97, MA 
SIM18,Mas x Menos Bunt Planet,,2,2023,,,"1,457,886.00",14.96, MA 
SIM19,Cruz Roja Bunt Planet,Estación Fuera de Operación Definitiva,2,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),Linea fuera de Operación,2,2023,,,"650,553.00", FOP , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,2,2023,AM,"2,712,852.00","2,764,848.00",11.13, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,2,2023,AM,"1,730,534.00","1,773,246.00",10.99, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,2,2023,AM,"341,004.00","370,802.00",11.77, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,2,2023,AM,"3,043,055.00","3,131,296.00",25.03, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,2,2023,AM,"1,074,306.00","1,231,769.00",64.48, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,2,2023,AM,"11,720,317.00","11,900,814.00",68.93, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",,2,2023,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,2,2023,AM,"1,050,812.00","1,081,335.30",13.22, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Estación Fuera de Operación Definitiva,2,2023,,,,, MA 
,Iris Hernández,,2,2023,AM,"579,579.00","601,244.00",7.78, M1  
PEND,Derivación ASADA San Pedro de Barva,Macromedidor en mal estado,2,2023,,,,, M2  
BM09,Botho Steinvorth,,2,2023,AM,"3,494,709.60","3,523,502.00",10.73, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,2,2023,AM,"2,174,007.00","2,198,819.00",11.82, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,2,2023,AM,"6,054,546.40","6,148,524.90",54.66, MA 
,29 Catarata,,2,2023,AM,"385,112.00","407,893.00",5.42,
BM16,Arrieta,,2,2023,AM,"4,221,854.50","4,300,138.70",23.65, MA 
,La Anexa,,2,2023,AM,"211,164.00","225,907.00",6.2, M1 
BM03,Carlos Steinvorth,,2,2023,AM,"3,869,544.70","3,911,164.10",15.38, MA 
,29 A,Macromedidor en mal estado,2,2023,AM,"93,097.00","93,097.00",12.44, M1 
BM14,Sacramento,,2,2023,AM,"3,644,769.00","3,706,561.00",23.95, MA 
BM19,"Marin Cañas Electromagnetico 2""",,2,2023,AM,"212,763.00","214,846.00",1.15, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,2,2023,AM,"12,071,742.00","12,260,986.00",47.82, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,2,2023,AM,"6,388,099.00","6,434,242.00",17.85, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,2,2023,AM,"7,973,553.00","7,973,564.00",7.22, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,2,2023,AM,"9,438,654.00","9,636,484.00",87.9, MA 
BM10,"El Higueron 8""  (6"")",,2,2023,AM,"7,343,625.00","7,425,408.00",34.47, MA 
BM11,"LA Gemela #1 (6"")",,2,2023,AM,"4,048,392.00","4,058,658.00",3.43, MA 
BM12,"LA Gemela #2  (6"")",,2,2023,AM,"6,914,020.00","6,977,815.00",22.85, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,2,2023,PM,,,25.35, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,2,2023,AM,"126,389.00","191,197.00",28.55, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,2,2023,AM,"2,619,535.00","2,750,251.00",45.9, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,2,2023,AM,"1,787,989.00","1,846,786.00",24.91, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,2,2023,AM,"1,571,274.00","1,624,109.00",22.84, MA 
,Mata Plátano,,2,2023,AM,"187,486.00","195,485.20",2.97,
BM25,"Sacramento 3""",,2,2023,AM,"155,261.00","167,349.00",4.92,
SPM01,"Pozo Miraflores        ( 8"" )",,3,2023,PM,"3,016,043.00","3,161,204.00",55.15, MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,3,2023,PM,"5,911,116.00","6,043,522.00",49.1, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",Pozo Apagado,3,2023,PM,"7,882.00","7,882.00", FOP , MA 
HM07,Pozo Real Santamaría,,3,2023,PM,"17,692,115.00","17,882,270.00",70.67, MA 
HM17,"Pozo Trebol (8"")",,3,2023,PM,"4,763,943.00","4,937,723.00",68.2, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,3,2023,PM,"935,662.02","946,941.64",25.52, MA 
HM12,"Pozo Granada ( 10"" )",,3,2023,PM,"4,381,525.00","4,476,690.00",35.7, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,3,2023,PM,"156,771.00","156,771.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,3,2023,PM,"135,776.00","135,776.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,3,2023,PM,"58,210.33","190,055.00",48.8, MA 
HM22,Medidor para venta de agua Malinches,,3,2023,PM,"1,000.90","1,030.18", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,3,2023,PM,"1,879,848.70","2,112,689.32",84.35, M2 
HM06,"Pozo San Vicente        ( 10"" )",,3,2023,PM,"661,119.00","948,896.00",107.3, MA 
HM18,"Pozo Claretiano         ( 10"" )",,3,2023,PM,"6,433,479.00","6,570,095.00",48.8, MA 
HM19,"Pozo Boruca (8"")",,3,2023,PM,"524,466.91","590,400.57",23.9, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,3,2023,PM,"1,376,520.00","1,453,922.00",29.21, MA 
SRM28,"Pozo Los Altos I  ( 4"" )",,3,2023,AM,"427,488.00","464,215.00",13.28, MA 
SRM37,Pozo Los Altos II ,,3,2023,AM,"2,050,192.90","2,101,621.20", FOP , MA 
SRM32,"Pozo Matasanos      ( 4"" )",,3,2023,AM,"520,728.00","548,084.00",8.9, MA 
SRM26,Pozo Joya 1,,3,2023,AM,"574,813.91","593,583.83",7.13, MA 
SRM33,Pozo Joya 2,,3,2023,PM,"3,532,212.30","3,602,619.80",25.7, MA 
HM13,"Pozo Joya 3 (8"")",,3,2023,PM,"2,635,583.00","2,733,122.00",35, MA 
SRM30,"Pozo Santiago ( 8"" )",,3,2023,AM,"1,754,513.00","1,831,723.00",31.2, MA 
SRM25,"Pozo Burial       ( 6"" )",,3,2023,AM,"1,797,709.00","1,867,932.00",30.53, MA 
SRM12,"Pozo Highland Ranch (3"")",,3,2023,AM,"689,040.00","705,553.00",11.02, MA 
SIM04,Pozo Santa Cruz I        ,,3,2023,AM,"1,740,519.60","1,767,575.60",23, MA 
SIM02,"Pozo Santa Cruz II (8"")",,3,2023,AM,"324,630.24","409,388.81", FOP , MA 
,Pozo Vilaseca,Pozo Apagado,3,2023,AM,"124,594.79","157,536.78", -   ,
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,3,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,3,2023,AM,"830,960.00","850,063.00",7.06, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,3,2023,AM,"1,049,038.00","1,064,961.00",6.08, MA 
SIM14,"Limpieza Tanque Victoria 8""",Linea fuera de Operación,3,2023,AM,"19,829.00","19,829.00", -   , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,3,2023,AM,"1,701,219.00","1,734,372.00",29.08, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,3,2023,AM,"863,309.65","885,348.74", -   , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,3,2023,AM,"19,980.74","20,202.55", -   , MA 
PEND,"Victoria Saliendo 6""",,3,2023,AM,"1,959,356.00","2,027,784.00",38.69, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,3,2023,AM,"293,340.00","303,524.00", -   , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,3,2023,AM,"569,805.00","581,433.00",8.69, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,3,2023,AM,"551,728.00","562,648.00",8.65, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,3,2023,AM,"237,909.00","238,732.00",0.19, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,3,2023,AM,"117,395.00","129,902.00",12.86, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),,3,2023,,"194,687.00",,, MA 
SRM51,Breña Mora Entrada Planta,,3,2023,AM,"1,653,243.50","1,689,113.60",14.4, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,3,2023,AM,"1,452,714.10","1,484,535.90",21.9, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,3,2023,AM,"206,546.00","214,129.00", -   , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,3,2023,AM,"14,231.00","14,513.00", -   , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,3,2023,AM,"27,513.00","28,374.00",1.2, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,3,2023,AM,"310,383.00","354,649.00",7.98, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,3,2023,AM,"1,610,202.00","1,629,499.00", -   , MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,3,2023,AM,"1,659,091.00","1,716,794.00",36.6, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,3,2023,AM,"1,258,717.00","1,313,703.00",15.31, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,3,2023,AM,"4,022,790.00","4,159,842.00",35.54, MA 
SIM17,Cementerio  Bunt Planet,,3,2023,AM,"921,339.32","965,279.37",9.31, MA 
SIM18,Mas x Menos Bunt Planet,,3,2023,AM,"1,457,886.00","1,524,583.50",16.65, MA 
SIM19,Cruz Roja Bunt Planet,Estación Fuera de Operación Definitiva,3,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),Linea fuera de Operación,3,2023,AM,"650,553.00","659,768.00", -   , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,3,2023,AM,"2,764,848.00","2,806,548.00",20.55, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,3,2023,AM,"1,773,246.00","1,812,136.00",13, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,3,2023,AM,"370,802.00","405,347.00",16.07, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,3,2023,AM,"3,131,296.00","3,211,968.20",27.07, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,3,2023,AM,"1,231,769.00","1,361,329.00",41.73, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,3,2023,AM,"11,900,814.00","12,091,104.00",41.73, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",,3,2023,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,3,2023,AM,"1,081,335.30","1,114,692.20",15.19, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Estación Fuera de Operación Definitiva,3,2023,,,,, MA 
